Time,Pressure-DV01 Monitor: Pressure-DV01 Monitor (Pa),Pressure-TS01 Monitor: Pressure-TS01 Monitor (Pa),Pressure-TS02 Monitor: Pressure-TS02 Monitor (Pa),Pressure-TS03 Monitor: Pressure-TS03 Monitor (Pa),Pressure-TS04 Monitor: Pressure-TS04 Monitor (Pa)
0.0001175,1825418.64174017,74112.6593939353,29700.0704717533,9863.24405082379,6037.40573560119
0.00011865,1825420.83452972,82746.6923249462,29943.2867696196,10158.6337481154,6240.77598406817
0.00011975,1825422.22047047,88023.4460508027,30702.4764869493,10361.2169661037,6408.84615418762
0.0001209,1825423.45153448,87643.3995951165,31545.6743476245,10539.3464673898,6675.31641268666
0.00012205,1825422.11602113,83975.3317772791,32001.6950074096,10601.3371333569,6953.68626125304
0.0001232,1825424.24051239,79674.386032407,32298.2084877156,10792.6687468198,7667.09427052016
0.00012435,1825426.48269184,75925.0273928901,32746.338512399,10872.5464840356,8825.5015194469
0.00012545,1825429.18268982,73059.7114528551,32769.3157489853,10982.1861610791,8668.86618922558
0.0001266,1825433.08138069,70751.2826429456,32840.7753680143,11021.0146400489,9733.0892694629
0.00012775,1825438.13060672,69363.2165517225,33743.4694502101,11049.79401251,10140.7310414799
0.0001289,1825438.92439018,68946.2152381835,33951.4538307494,11153.683909247,10934.893362892
0.00013005,1825440.77078473,69614.1412188151,33738.3804189921,11202.3713653076,10979.6630263642
0.0001312,1825443.62236813,71518.544320114,33606.3445118292,31373.1132611789,11397.0041667608
0.0001323,1825444.18644528,75268.5403578696,33913.3028647837,32398.6748194167,11311.4450545467
0.00013345,1825447.69176356,81459.0492356135,35890.0259138116,32791.8342953692,11633.3088013673
0.0001346,1825451.68371951,87461.0529638492,36850.085970839,33087.7057553538,11702.6606267343
0.00013575,1825454.18064847,89952.7087017066,37332.5749909134,33596.654700696,12028.3998118422
0.0001369,1825456.66988657,89103.9955946586,37813.9285188058,33948.3922211862,11999.7523004298
0.000138,1825461.13288779,86103.1715023817,37186.453383972,34107.3658592963,12043.3502154914
0.00013915,1825465.17146798,81599.9630170103,34462.2908554672,34485.3827286452,11904.5204808693
0.0001403,1825469.21274121,77333.6982212937,31581.1464398291,34723.0956278977,11928.9994156757
0.00014145,1825474.21330361,74665.7499509901,29832.9608669634,35013.3802164274,11945.0071714496
0.0001426,1825477.87438749,74081.5725572245,28912.1526063256,35193.0300842587,11968.5734906291
0.0001437,1825480.13892645,75430.6024431683,28530.6454652553,35172.4463953074,12081.304590568
0.00014485,1825484.17246678,78479.4246090655,28830.5930957688,35549.5884508845,12082.4192786854
0.000146,1825488.34210518,82050.1468404791,30201.216782745,35983.2971453855,12330.6417301618
0.00014715,1825490.78136394,85251.4864282406,32808.4122793912,36702.2050289299,12378.2359987629
0.0001483,1825489.59335897,88212.192994469,37332.9774677338,37397.7221701683,12451.3901538731
0.0001494,1825488.95694886,91086.5988683923,43940.5078643747,38041.5162940424,28107.6036915244
0.00015055,1825487.75517766,92908.0328485705,49163.0436391496,38730.981606852,28601.6440053841
0.0001517,1825490.57077262,92132.2771866282,47921.8142574904,39363.0865115628,30010.9788182134
0.00015285,1825496.69246547,88699.7597279118,43247.8303211831,39933.7924134068,32896.8887992101
0.000154,1825499.61496401,84408.3782515016,39736.1123146058,40327.5775175193,33605.5312999598
0.00015515,1825503.16968335,80945.3527770514,38746.4019877843,40828.9395613367,34420.6117638673
0.00015625,1825505.01913882,79427.0943802068,39888.5685314764,41249.0548732887,35784.8209189532
0.0001574,1825504.16662819,80170.2340759109,43133.0544133705,41470.8308888899,37238.9400251988
0.00015855,1825505.99223509,83286.3817981466,47560.1709931287,41742.9346360622,38356.7597536975
0.0001597,1825509.44379209,88742.6568557819,51467.5844450766,42115.0269819759,70746.2085291528
0.00016085,1825511.08474048,95286.552697606,53063.9118625539,42066.67682939,65382.8153135582
0.00016195,1825513.66478026,97195.0780965574,52384.6306310253,41772.2278590225,60328.6580782271
0.0001631,1825516.76842418,93277.6041743534,50363.9168306421,42125.4587491798,58317.7527990462
0.00016425,1825518.13560635,87468.1022258082,47955.1607313188,42423.4849557073,61532.8433309917
0.0001654,1825521.06258529,82731.6348645105,45820.3174626742,43019.7332832735,61195.0167711196
0.00016655,1825528.44462872,79965.9661980467,44304.1530543929,43952.9290328443,61652.5510003887
0.00016765,1825535.708623,79257.4371060712,43741.0970106591,44437.134347398,62927.558900408
0.0001688,1825541.12288572,80005.4246293115,44191.5619147237,44676.7789331618,64515.3858543624
0.00016995,1825546.21004825,81421.9988145036,45825.2990652676,44833.0899301853,67721.3584305153
0.0001711,1825552.12968557,82479.4863888685,48574.7349014327,45177.7822756398,70335.5287635006
0.00017225,1825556.54128323,82891.7721409486,51769.1734523795,45855.3324486657,74138.6717513038
0.00017335,1825564.93953683,82835.2974835178,54089.5230118913,46356.7965812904,78346.0481434485
0.0001745,1825577.54034039,82782.3343763643,54778.5357860503,46869.2322234747,80971.7650352639
0.00017565,1825584.39740028,83347.9400499219,53076.7071759782,47526.7949377384,84711.4818466625
0.0001768,1825580.58564788,93607.6714128482,50004.821654814,48176.0399809598,86859.406721956
0.00017795,1825577.96655062,174998.142038878,46964.5532970506,48797.6591060748,88284.0125047458
0.0001791,1825655.37143453,167388.413013633,44912.2183262344,49539.1630513526,91341.5269810127
0.0001802,1825723.80596999,158068.45925352,44163.7739251259,50265.2539915712,93453.5722619027
0.00018135,1825315.49138959,155882.887266882,44582.3448814552,50836.7694145705,96071.8365467877
0.0001825,1825051.4801951,159848.616784637,46298.7951851547,51327.6460492406,99530.077314421
0.00018365,1826765.42282342,166404.695616951,49290.0645399896,51717.4593827784,102011.512214749
0.0001848,1827899.31241877,168787.956556376,52984.8580268467,52174.16739675,105106.448324027
0.0001859,1828266.66969152,163640.179104136,55850.943671032,52691.3779487566,107853.774453068
0.00018705,1826522.42291908,155824.8782483,56450.1301143762,53178.6255164007,111647.071195923
0.0001882,1816293.34706404,151347.63533614,54639.7161423856,53761.5300346623,114022.38383124
0.00018935,1809267.90654699,150419.681002971,51484.4817914821,54279.585424402,118218.330075061
0.0001905,1802629.34520351,150927.799327793,48300.3878658572,54910.039933533,120951.094114536
0.0001916,1796241.18656945,151486.544115859,46109.1161719999,55456.2629525934,121727.085233925
0.00019275,1790090.40166764,155984.737664168,45132.7911801459,56112.9441125309,126006.87705063
0.0001939,1784346.71264321,167777.069730815,45487.4637353132,56494.4519420303,132427.340422294
0.00019505,1778965.95556456,177932.193803982,47117.0530182847,56799.2797940443,135335.891728711
0.0001962,1773318.26511395,174486.347786366,50291.1322713949,57469.9279351535,143872.805747397
0.0001973,1769275.65288826,164740.409488286,54323.3566434538,58053.4791931701,142841.567970621
0.00019845,1765248.6327424,160393.189796981,57889.9562376884,58843.2956697857,151171.125104354
0.0001996,1759320.02630498,167270.90341796,58658.4394387556,60054.1300001354,142034.923931384
0.00020075,1752634.22911952,180363.357036116,56621.1046760305,61408.4516289148,150099.886829782
0.0002019,1747203.87855231,178174.023783846,53311.9647144114,62569.5353286312,153441.216440235
0.00020305,1742707.82530594,169345.949783479,50409.4292432145,63686.3767573507,155045.886379002
0.00020415,1738817.77532244,167063.385082085,48979.5591215357,64608.7247525658,154830.080698392
0.0002053,1734737.92174965,172893.101912619,48719.2126014379,65545.6643879306,158517.773602122
0.00020645,1730421.28016788,190089.225369971,49872.9705473861,66570.1793742987,163201.373150364
0.0002076,1726515.55963649,204727.244721682,52453.3505443529,67623.0116911448,166898.470543117
0.00020875,1723109.79601749,194310.394785706,56132.6827891921,68656.6107571385,173528.227107706
0.00020985,1719893.98266768,178257.450087463,59820.2801036138,69298.0801629182,176979.808394187
0.000211,1716485.49369638,168655.219989029,62267.4594720188,69781.8137845794,181692.172923069
0.00021215,1713411.80916551,166928.292157063,62090.3770968655,70389.7538296701,188301.73431467
0.0002133,1710703.20622397,173537.760041657,60289.0133431763,70961.3301445794,193558.257168223
0.00021445,1708048.3718058,189155.701480503,57895.5993385547,71155.3410972301,199964.167185235
0.00021555,1705607.47586639,193414.405621452,55954.3801672366,71102.88350842,206386.679661343
0.0002167,1703270.97152116,179141.920846428,54996.6720490484,70997.731135197,211955.279598158
0.00021785,1701038.07690997,164561.203119395,55098.2123464079,70970.8121670406,217800.51414402
0.000219,1698205.5124977,160514.732006047,56335.9612876345,71287.1305610318,223549.511732528
0.00022015,1694699.80815221,172809.292127299,58579.5640211299,71821.020085196,228120.82150913
0.00022125,1691952.79556381,204252.638700013,61389.4957350943,71504.1880997451,232357.293306136
0.0002224,1690049.55735772,245980.464768167,64232.6134660782,71903.4615493028,236777.469922604
0.00022355,1688623.25288973,235860.517768995,65867.1575808025,75245.0088178788,241207.618632706
0.0002247,1687511.44021275,201124.208497754,65813.9913457388,79050.9624426174,245308.823158132
0.00022585,1686695.22292102,180279.937294308,64295.3011656399,79753.9744126949,250140.166117197
0.00022695,1685844.09454024,175101.573951406,62268.8708300146,76290.2279491178,255605.639468921
0.0002281,1684762.22468339,183374.657389389,60409.745158801,72462.5069958049,261656.983128048
0.00022925,1683655.22439855,205213.096638374,59397.0777388773,71276.2901841411,268358.256166633
0.0002304,1682643.24494057,231052.559062712,59520.4488896688,73212.4755079255,275638.740256703
0.00023155,1681772.67493965,229027.285320076,60794.9613394909,76353.1368458025,283755.220655433
0.0002327,1681247.44470886,208828.747241298,63143.134181347,78888.1624441982,292393.136513522
0.0002338,1680909.55946898,193995.079197257,65969.729958266,79509.7554198359,300487.366712603
0.00023495,1680511.50895832,187737.366660607,68550.5198518941,78913.4412486191,309289.146428492
0.0002361,1680171.23836059,192952.718347839,70135.3595790997,78465.1892220032,318283.518365187
0.00023725,1679687.45761889,212099.932124583,70239.0046051794,78121.0709183665,327001.40914328
0.0002384,1679059.32638357,245982.922199745,69017.843782119,78138.6485496823,335757.593288032
0.0002395,1678534.82088603,268194.730355475,67435.2098977568,78747.5890499392,344144.817493755
0.00024065,1678109.58185877,256831.010628097,65762.8526438483,79411.8939838176,352882.901225385
0.0002418,1678036.68507571,236066.34308129,64516.7060666981,80135.1323175383,361290.151015026
0.00024295,1678010.17704848,222043.641094914,63989.5792151326,80914.9828275106,369567.034161835
0.0002441,1678001.50164254,216412.953136908,64381.5414461658,81566.1548843474,377641.32030973
0.0002452,1678362.82244559,223313.358739188,65651.118037612,81561.2342569357,384687.635346866
0.00024635,1679119.58122978,247825.078722869,68116.4552631529,81743.6335879432,391273.816545984
0.0002475,1679823.42867576,281699.176582099,70734.191104001,82138.534029136,397834.469173476
0.00024865,1680427.76186645,292243.848724136,72257.7062801028,82430.4628372602,404457.035357514
0.0002498,1680872.74756312,285021.023436027,71464.0854923652,83240.6412871103,410682.837045991
0.0002509,1681410.84044929,281845.998526772,69037.2206306415,84179.5347499188,416654.919013382
0.00025205,1682090.78078584,282542.958606943,64795.8494666278,85076.3501252048,422843.652594357
0.0002532,1682689.9810001,286098.629244842,108594.536892409,85836.5158750575,428784.774817896
0.00025435,1683231.07746792,292645.207696013,106809.569352051,86823.3212230646,434379.199457964
0.0002555,1683741.43430416,300416.440638004,109227.556717681,87323.3183692726,439425.941027625
0.00025665,1684289.37864909,305299.709815284,111606.622775624,87642.0172636202,444097.411567684
0.00025775,1684823.28990626,305542.792092474,113449.533985747,87726.0836786313,448151.300879304
0.0002589,1685238.86062298,305933.174892777,116218.291918082,87447.0573010605,452139.628926346
0.00026005,1685817.83418937,308216.139270099,118081.031288684,87284.0441826644,456085.237401306
0.0002612,1686568.1793339,307584.999443745,115875.51066514,87808.2945513648,459891.243973214
0.00026235,1687234.23458578,305643.299943664,110262.120944665,89044.1071318865,463481.36914898
0.00026345,1687975.81050212,310264.751700665,106258.266631075,91141.5188012979,466764.351047466
0.0002646,1688737.99399459,320408.067593143,106853.22446124,93059.2933268619,469748.501510985
0.00026575,1689214.11238078,328934.39817154,112542.339525645,94491.6502405563,472140.945052822
0.0002669,1689912.72362645,331754.677518654,119857.037390867,94697.7755369997,473789.90086126
0.00026805,1690605.25895488,329313.430775556,122800.691465105,94309.9135980722,475083.721164635
0.00026915,1691062.05164011,324641.825805654,121114.130569658,93717.8020233875,476334.251595783
0.0002703,1691834.00252394,321795.557362037,118008.745520113,93729.5156109614,477758.508812092
0.00027145,1693054.07941945,323317.66198032,117188.852894885,94361.3880325464,478912.26930074
0.0002726,1694264.32809961,327851.185270237,119424.737084433,96193.4938274913,480025.800407689
0.00027375,1695168.59010868,331826.806172766,123543.301527046,99514.3204563188,481272.843000927
0.00027485,1695832.1256936,332748.409014715,127433.645320626,102464.099214302,482085.143557028
0.000276,1696527.88782908,331982.18239332,130629.690793843,105619.645533839,482601.327791278
0.00027715,1697191.78115627,329709.752565306,133102.984204847,111103.20100101,483065.685232177
0.0002783,1697760.08412288,327985.358230154,134325.532702921,139140.659167532,483711.342983061
0.00027945,1698378.60459964,329488.471083332,133664.581747604,287538.710788454,484240.603124911
0.0002806,1698943.91966492,335041.576915542,131283.765576916,363271.406323872,484397.03415702
0.0002817,1699469.47822936,342429.142801941,129468.455004279,299569.903596965,484570.142706732
0.00028285,1699957.51969587,349377.697677853,130506.2135193,242966.98916906,485016.596169814
0.000284,1700294.47149989,352965.659170019,134627.437918705,217704.309177163,485452.067938739
0.00028515,1700732.81661195,352084.311823496,138360.283000939,194676.760644189,486131.618501396
0.0002863,1701629.89227547,347952.075188955,137868.608497087,162850.196313853,487166.829782428
0.0002874,1702093.60107846,343877.422510358,134227.573375434,129726.894700291,488221.659560944
0.00028855,1701692.58046531,342187.198328831,131378.920870523,103366.098770535,489037.270056616
0.0002897,1700346.94097854,344701.448461028,131662.847433025,91836.7822146396,489556.334744868
0.00029085,1720659.26321481,349583.272318151,134103.381440148,111742.514423638,490035.189064258
0.000292,1743096.75142845,353311.491717881,136283.339835594,259238.506636429,490838.666459095
0.0002931,1751720.68119228,353002.007802909,137302.11817857,429521.72209222,491766.879834377
0.00029425,1752151.76877237,350243.78258976,138120.875246359,477507.555079042,492944.839171719
0.0002954,1746726.17813888,349624.096090626,138915.85230129,395196.659299659,494662.40163013
0.00029655,1744331.85011152,353409.422436251,138683.046811396,247461.242777516,496343.48809658
0.0002977,1742357.8401078,359215.007849964,141504.598359277,167558.216542481,497378.63430503
0.0002988,1741065.25369548,364124.397240843,145106.655801176,137880.750609471,498198.879584743
0.00029995,1739220.47191375,368258.414233325,148549.606842089,177738.495640539,498903.537891868
0.0003011,1737504.44471779,374493.136363824,155423.378601334,480509.236847248,499738.089838765
0.00030225,1738781.20923338,382965.525195576,160906.206872544,551433.833191881,500528.061145992
0.0003034,1741846.67615123,386778.923235758,159100.220916035,387523.920136112,501446.867677567
0.00030455,1741444.68607322,381682.681369319,152744.913131869,246689.093048798,502916.94184982
0.00030565,1737958.62826959,375229.888538453,149135.759082325,186591.463320367,504489.842603643
0.0003068,1735271.05414681,375901.876319133,150161.487477878,208621.700552282,505883.714401243
0.00030795,1732996.00938719,385590.360472107,155125.755438315,506910.005129079,507325.511927732
0.0003091,1731380.44456073,396965.236531375,159432.40510562,553665.238372238,508567.518961817
0.00031025,1729571.18322384,402093.42712662,159933.954682958,356004.572730997,509494.549984232
0.00031135,1729252.52498856,399232.931081512,158371.26115923,247126.298471368,510133.193990902
0.0003125,1728321.05291117,394112.709269608,158506.553689643,237116.281452424,510951.635191124
0.00031365,1727454.62439565,391444.485370366,162669.163662356,461000.049777606,512040.947525897
0.0003148,1727749.56326424,392236.487820164,169606.071667559,531890.690701013,513210.5235867
0.00031595,1727958.01893185,394813.431118868,173730.700294934,362853.399223828,514593.520753707
0.00031705,1727091.77747738,396409.91167084,173857.774683377,296174.325355674,515998.715486586
0.0003182,1725900.50818126,396037.579320197,172174.927914049,359423.160015188,517166.609755066
0.00031935,1727979.3443991,394289.82626876,172909.648536569,566472.044520978,517982.404344336
0.0003205,1732108.28015346,392565.146354142,179714.391741831,621322.946799903,518732.449710785
0.00032165,1732360.7401384,392032.828678032,193816.650387387,487486.32222136,519658.99106378
0.00032275,1727228.19636727,392676.820565393,208672.126614299,403639.626548957,520572.26520894
0.0003239,1721183.06949157,392849.488236637,209890.475945671,408072.068921358,521455.973071642
0.00032505,1715560.37230498,390565.869752147,200950.439463282,546334.647173615,522245.73637486
