Time,Temperature-DV01 Monitor: Temperature-DV01 Monitor (K),Temperature-TS01 Monitor: Temperature-TS01 Monitor (K),Temperature-TS02 Monitor: Temperature-TS02 Monitor (K),Temperature-TS03 Monitor: Temperature-TS03 Monitor (K),Temperature-TS04 Monitor: Temperature-TS04 Monitor (K)
0.0010903,261.621863975286,405.57866706661,618.210082877553,998.399167009094,3149.22276490215
0.00109145,261.608635550703,406.072928596593,618.639005677652,998.898065591309,3149.31029970599
0.0010926,261.589352891934,406.591240308117,618.954852413098,999.858979076262,3149.03874275627
0.0010937,261.56771418352,406.977617235394,619.165200764355,999.636569655634,3148.82373816281
0.00109485,261.565068948989,407.577419316921,619.717661351142,1000.11025144947,3148.19662178159
0.001096,261.603265802825,408.095027187272,620.390399145785,1000.66926345222,3147.11378464196
0.00109715,261.672979699961,408.671535274392,620.910680353786,1000.5275445349,3146.86982846815
0.0010983,261.760792449519,409.420351193466,621.580923846576,1001.19023593955,3146.66678491825
0.0010994,261.824524318738,410.064762250717,622.298577516524,1001.58525878449,3146.10114394593
0.00110055,261.854377099223,410.602088457595,622.510842130637,1001.76180351695,3146.87363200966
0.0011017,261.863147393386,411.18903286201,622.79934592049,1002.22881399094,3147.99906003155
0.00110285,261.876430354347,411.831108795381,623.170880422382,1002.5430810218,3148.57837190593
0.001104,261.913040037474,412.416493629329,623.413793671488,1002.58138853759,3149.57651261
0.0011051,261.943808094504,412.937439475532,623.360065233184,1003.29230080742,3149.11774255899
0.00110625,261.960785070631,413.450947415046,623.355071905973,1003.72898275167,3149.0134541404
0.0011074,261.942026591452,413.932469328227,623.294219951518,1004.14332083799,3149.33693103255
0.00110855,261.906847435981,414.357434652868,623.12197153954,1005.36106585152,3148.29467161871
0.0011097,261.912290279639,414.885644196429,622.919992680118,1005.19283305227,3148.27688560002
0.0011108,261.941281337107,415.394913409,623.337242970249,1005.75845220341,3148.40288071702
0.00111195,261.969334381486,415.795449968545,623.690612446629,1006.62587499269,3147.76604210021
0.0011131,262.001583712316,416.043707734914,624.175063598228,1007.00387871263,3148.01396375346
0.00111425,262.012420459872,416.247369602369,624.664984535549,1007.70429479315,3148.20103264322
0.0011154,262.001749270414,416.545530161245,625.193788023746,1008.90286818641,3148.80208201354
0.00111655,262.012590823232,416.807209457669,625.829957276696,1008.75495286513,3150.07403663874
0.00111765,262.061630037157,416.871051966681,626.385147343316,1009.82637761957,3152.18497692156
0.0011188,262.120544323782,417.081546100879,626.903882345224,1010.46688128884,3153.0903388783
0.00111995,262.183518154434,417.540324452639,629.452130485256,1010.00537419324,3153.36203482339
0.0011211,262.244206841097,417.957615271513,631.301155241096,1011.19717458812,3152.13036604933
0.00112225,262.299692297065,418.09556368034,632.203172075945,1010.87351614021,3150.24016793091
0.00112335,262.308861339798,418.29027909055,632.579734797956,1010.33956153268,3149.34885743644
0.0011245,262.284793407364,418.584093111108,633.08985216953,1011.39396986333,3147.93621988049
0.00112565,262.260409172762,418.879813248284,633.882766329105,1011.06400667586,3148.76767749809
0.0011268,262.24974845585,419.039739323694,634.49096936684,1011.50600555815,3150.54083297382
0.00112795,262.226352073079,419.252809473281,635.196020665588,1012.48499818106,3152.46767457528
0.00112905,262.205867868622,419.553689736061,635.733740486536,1012.5285252423,3153.70431472213
0.0011302,262.181084803885,419.910757259409,635.818631797016,1012.97399387905,3154.03134434462
0.00113135,262.152075452735,420.268249908462,635.895499872722,1013.38553554986,3154.20788825035
0.0011325,262.13786035858,420.427006762314,635.930183438463,1013.63889025399,3153.37408988044
0.00113365,262.165214206488,420.788158892583,635.667302561363,1013.79652627541,3153.21838497601
0.00113475,262.203506841352,421.285386529326,635.600871050386,1014.61067709521,3152.47276639122
0.0011359,262.22725347353,421.573674236213,635.773934520066,1015.03662524197,3152.18799216061
0.00113705,262.201798713084,421.764356465827,635.775416538779,1015.48483456952,3152.34702836069
0.0011382,262.166370222963,421.939590215362,635.746331232169,1016.63462284898,3151.2760013816
0.00113935,262.121985848739,422.202033832891,635.968010661535,1017.30569058097,3150.7710312293
0.0011405,262.070755162558,422.442457845876,636.02870861716,1017.38159150964,3150.35847444028
0.0011416,262.028396730509,422.673716186029,636.213224835238,1017.98462471458,3149.4160896746
0.00114275,261.999861857342,422.952844560079,636.689457316952,1017.93377951868,3149.77012106035
0.0011439,262.008765869583,423.350396269995,637.00145062411,1017.7933928667,3150.32349348403
0.00114505,262.051788948968,423.797731172814,637.57455013996,1018.38638443871,3150.92478160239
0.0011462,262.074682915711,424.136988642113,637.885172360986,1018.75449490382,3151.84835475013
0.0011473,262.051862641231,424.499783059347,638.072412552029,1019.10300611915,3151.91159989971
0.00114845,261.992151383795,424.847405388612,638.3518074679,1019.89636000201,3151.10157438594
0.0011496,261.91124823082,425.26982151054,638.542577199967,1020.48293995988,3151.40211874633
0.00115075,261.853414287102,425.794107739934,638.567796246272,1020.98498902327,3150.4560368331
0.0011519,261.828815156136,426.4078199228,638.659339165269,1021.57284140194,3149.68552675388
0.001153,261.802339000083,427.036573622298,638.949147834732,1022.17976416123,3149.21384835723
0.00115415,261.740072513314,427.824436902798,639.356192409654,1022.97157677182,3148.86385595137
0.0011553,261.67651188203,428.545291157548,639.757255367254,1024.13926365125,3148.25813155097
0.00115645,261.636370527195,429.033548539723,640.437267899775,1026.00458651979,3148.35938880767
0.0011576,261.607673817077,429.399946792417,641.372456443315,1027.44759908633,3148.42526081053
0.0011587,261.58530543307,429.804519907407,642.081376215741,1028.74694280579,3148.59417983734
0.00115985,261.568780334833,430.401955298549,642.662164997674,1030.14540143778,3149.10200826081
0.001161,261.582499293847,430.750049582569,643.229034108179,1030.92118449898,3149.02782818965
0.00116215,261.622757435319,431.142471936679,643.862707248754,1031.18888135905,3148.59959655897
0.0011633,261.666034236449,431.608540827865,644.71479719106,1032.70118728143,3147.70199688669
0.00116445,261.708735776435,432.027966481339,645.687733592012,1033.20800071445,3146.9328509726
0.00116555,261.70915940205,432.294723739226,646.607695686929,1033.47152595254,3145.76652319605
0.0011667,261.644051517649,432.439015134108,647.29002404975,1035.01262646616,3145.55107041079
0.00116785,261.551941874051,432.482330842761,647.859531206642,1035.51392088067,3145.6753031752
0.001169,261.480934096533,432.51794852166,648.325130984571,1036.21874463879,3145.13549074355
0.00117015,261.421643825134,432.620924581062,648.820621234309,1037.78310356965,3145.94885717904
0.00117125,261.391775819747,432.515564072946,649.165523769711,1038.76821990827,3145.96436044268
0.0011724,261.391715608165,432.3182582405,649.289395919233,1039.60394914925,3146.0593820943
0.00117355,261.432354264959,432.29937839645,649.832625940144,1040.59418172044,3145.978364272
0.0011747,261.516200911649,432.382673899674,650.189956901426,1040.89419571526,3145.68368351882
0.00117585,261.564266083866,432.537934619128,650.607823462487,1040.99009135766,3144.97629657308
0.00117695,261.534740958812,432.727817055809,651.115884692604,1042.1262680814,3144.96445255995
0.0011781,261.475039160006,432.933772954493,651.464129274903,1042.76095757996,3144.53390101498
0.00117925,261.425284871441,433.354098093517,651.873272237559,1043.37690116023,3143.88846780867
0.0011804,261.410423785089,433.646223721077,652.127448479412,1045.1690458786,3143.57668341444
0.00118155,261.3979057208,433.90521858518,652.256603656443,1045.6392155601,3143.55250946716
0.00118265,261.337187421841,434.16312134304,652.404034373328,1046.41295846148,3143.45503725504
0.0011838,261.211596525573,434.375178805099,652.83835991642,1048.11342223385,3143.36730048777
0.00118495,261.063549932732,434.48578262704,653.156585862861,1048.2880812997,3143.06045318379
